Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,24.454999923706055,24.530000686645508,23.979999542236328,24.05900001525879,24.05900001525879,148
2023-01-04,24.084999084472656,24.104999542236328,23.75,23.79199981689453,23.79199981689453,24
2023-01-05,23.5,23.5,23.145000457763672,23.257999420166016,23.257999420166016,8
2023-01-06,23.295000076293945,23.82200050354004,23.290000915527344,23.82200050354004,23.82200050354004,6
2023-01-09,23.711999893188477,23.711999893188477,23.711999893188477,23.711999893188477,23.711999893188477,2
2023-01-10,23.43000030517578,23.506999969482422,23.424999237060547,23.506999969482422,23.506999969482422,4
2023-01-11,23.549999237060547,23.80500030517578,23.184999465942383,23.32699966430664,23.32699966430664,9
2023-01-12,23.80500030517578,23.863000869750977,23.80500030517578,23.863000869750977,23.863000869750977,33
2023-01-13,23.889999389648438,24.231000900268555,23.5,24.231000900268555,24.231000900268555,30
2023-01-17,24.309999465942383,24.315000534057617,23.944000244140625,23.944000244140625,23.944000244140625,118
2023-01-18,24.25,24.260000228881836,23.530000686645508,23.530000686645508,23.530000686645508,19
2023-01-19,23.753999710083008,23.753999710083008,23.753999710083008,23.753999710083008,23.753999710083008,18
2023-01-20,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0
2023-01-23,23.079999923706055,23.45199966430664,22.850000381469727,23.45199966430664,23.45199966430664,8
2023-01-24,23.434999465942383,23.704999923706055,23.25,23.64900016784668,23.64900016784668,7
2023-01-25,23.684999465942383,23.94499969482422,23.6200008392334,23.839000701904297,23.839000701904297,21
2023-01-26,23.9950008392334,24.184999465942383,23.780000686645508,23.93000030517578,23.93000030517578,11
2023-01-27,23.527000427246094,23.527000427246094,23.527000427246094,23.527000427246094,23.527000427246094,184
2023-01-30,23.69499969482422,23.790000915527344,23.645000457763672,23.645000457763672,23.645000457763672,45
2023-01-31,23.55500030517578,23.74799919128418,23.05500030517578,23.74799919128418,23.74799919128418,28
2023-02-01,23.520000457763672,23.834999084472656,23.510000228881836,23.520999908447266,23.520999908447266,12
2023-02-02,24.19499969482422,24.459999084472656,23.534000396728516,23.534000396728516,23.534000396728516,97
2023-02-03,22.5,22.5,22.333999633789062,22.333999633789062,22.333999633789062,4
2023-02-06,22.235000610351562,22.239999771118164,22.177000045776367,22.177000045776367,22.177000045776367,542
2023-02-07,22.117000579833984,22.117000579833984,22.117000579833984,22.117000579833984,22.117000579833984,0
2023-02-08,22.165000915527344,22.367000579833984,22.165000915527344,22.367000579833984,22.367000579833984,9
2023-02-09,22.097000122070312,22.097000122070312,21.94499969482422,22.097000122070312,22.097000122070312,21
2023-02-10,22.110000610351562,22.110000610351562,21.989999771118164,22.034000396728516,22.034000396728516,25
2023-02-13,21.780000686645508,21.975000381469727,21.780000686645508,21.81800079345703,21.81800079345703,54
2023-02-14,21.989999771118164,21.989999771118164,21.841999053955078,21.841999053955078,21.841999053955078,4
2023-02-15,21.84000015258789,21.844999313354492,21.54599952697754,21.54599952697754,21.54599952697754,11
2023-02-16,21.625,21.684999465942383,21.545000076293945,21.68400001525879,21.68400001525879,26
2023-02-17,21.69499969482422,21.725000381469727,21.694000244140625,21.694000244140625,21.694000244140625,4
2023-02-21,21.969999313354492,21.969999313354492,21.854999542236328,21.868999481201172,21.868999481201172,8
2023-02-22,21.8799991607666,21.885000228881836,21.660999298095703,21.660999298095703,21.660999298095703,6
2023-02-23,21.510000228881836,21.56999969482422,21.298999786376953,21.298999786376953,21.298999786376953,25
2023-02-24,21.329999923706055,21.329999923706055,20.805999755859375,20.805999755859375,20.805999755859375,53878
2023-02-27,20.75,20.81999969482422,20.514999389648438,20.670000076293945,20.670000076293945,7500
2023-02-28,20.639999389648438,21.010000228881836,20.475000381469727,20.961000442504883,20.961000442504883,513
2023-03-01,20.8799991607666,21.149999618530273,20.8799991607666,20.958999633789062,20.958999633789062,577
2023-03-02,20.915000915527344,20.915000915527344,20.735000610351562,20.766000747680664,20.766000747680664,109
2023-03-03,21.0,21.219999313354492,20.924999237060547,21.093000411987305,21.093000411987305,172
2023-03-06,21.174999237060547,21.219999313354492,20.979999542236328,20.983999252319336,20.983999252319336,120
2023-03-07,20.985000610351562,20.985000610351562,19.989999771118164,20.054000854492188,20.054000854492188,57
2023-03-08,20.03499984741211,20.139999389648438,19.829999923706055,20.0049991607666,20.0049991607666,82
2023-03-09,20.010000228881836,20.030000686645508,20.010000228881836,20.024999618530273,20.024999618530273,7
2023-03-10,20.375,20.375,20.375,20.375,20.375,48
2023-03-13,20.690000534057617,21.792999267578125,20.690000534057617,21.792999267578125,21.792999267578125,15
2023-03-14,21.510000228881836,21.929000854492188,21.5,21.929000854492188,21.929000854492188,60
2023-03-15,21.600000381469727,22.079999923706055,21.600000381469727,21.77400016784668,21.77400016784668,15
2023-03-16,21.854999542236328,21.860000610351562,21.579999923706055,21.58799934387207,21.58799934387207,53
2023-03-17,21.75,22.35099983215332,21.75,22.35099983215332,22.35099983215332,58
2023-03-20,22.6299991607666,22.719999313354492,22.415000915527344,22.533000946044922,22.533000946044922,9
2023-03-21,22.56999969482422,22.600000381469727,22.204999923706055,22.323999404907227,22.323999404907227,58
2023-03-22,22.68000030517578,23.065000534057617,22.649999618530273,22.674999237060547,22.674999237060547,22
2023-03-23,23.143999099731445,23.143999099731445,23.143999099731445,23.143999099731445,23.143999099731445,0
2023-03-24,23.246999740600586,23.246999740600586,23.246999740600586,23.246999740600586,23.246999740600586,15
2023-03-27,23.054000854492188,23.054000854492188,23.054000854492188,23.054000854492188,23.054000854492188,0
2023-03-28,23.094999313354492,23.323999404907227,23.094999313354492,23.323999404907227,23.323999404907227,36
2023-03-29,23.375999450683594,23.375999450683594,23.375999450683594,23.375999450683594,23.375999450683594,188
2023-03-30,23.985000610351562,23.985000610351562,23.604999542236328,23.902000427246094,23.902000427246094,93
2023-03-31,23.8700008392334,24.165000915527344,23.8700008392334,24.076000213623047,24.076000213623047,34
2023-04-03,23.725000381469727,24.06999969482422,23.69499969482422,23.94099998474121,23.94099998474121,26
2023-04-04,24.415000915527344,25.084999084472656,24.415000915527344,25.02199935913086,25.02199935913086,24
2023-04-05,25.114999771118164,25.145000457763672,24.790000915527344,24.96299934387207,24.96299934387207,74
2023-04-06,24.670000076293945,25.030000686645508,24.670000076293945,25.024999618530273,25.024999618530273,0
2023-04-10,24.850000381469727,24.850000381469727,24.84600067138672,24.84600067138672,24.84600067138672,8
2023-04-11,24.959999084472656,25.15999984741211,24.959999084472656,25.131000518798828,25.131000518798828,16
2023-04-12,25.165000915527344,25.584999084472656,25.165000915527344,25.40399932861328,25.40399932861328,14
2023-04-13,25.540000915527344,25.950000762939453,25.540000915527344,25.874000549316406,25.874000549316406,12
2023-04-14,25.799999237060547,25.899999618530273,25.34000015258789,25.423999786376953,25.423999786376953,28
2023-04-17,25.05299949645996,25.05299949645996,25.05299949645996,25.05299949645996,25.05299949645996,0
2023-04-18,25.18000030517578,25.299999237060547,25.15999984741211,25.24799919128418,25.24799919128418,44
2023-04-19,24.80500030517578,25.365999221801758,24.80500030517578,25.365999221801758,25.365999221801758,33
2023-04-20,25.229999542236328,25.368000030517578,25.225000381469727,25.368000030517578,25.368000030517578,2
2023-04-21,25.165000915527344,25.18000030517578,25.05299949645996,25.05299949645996,25.05299949645996,19
2023-04-24,25.049999237060547,25.305999755859375,25.024999618530273,25.305999755859375,25.305999755859375,2
2023-04-25,25.19499969482422,25.19499969482422,24.75,24.87700080871582,24.87700080871582,4
2023-04-26,25.1299991607666,25.1299991607666,24.871000289916992,24.871000289916992,24.871000289916992,64251
2023-04-27,24.975000381469727,25.209999084472656,24.565000534057617,24.982999801635742,24.982999801635742,8978
2023-04-28,24.954999923706055,25.110000610351562,24.78499984741211,24.999000549316406,24.999000549316406,1039
2023-05-01,25.06999969482422,25.959999084472656,25.009000778198242,25.009000778198242,25.009000778198242,452
2023-05-02,24.735000610351562,25.520000457763672,24.600000381469727,25.40399932861328,25.40399932861328,127
2023-05-03,25.424999237060547,25.594999313354492,25.190000534057617,25.47599983215332,25.47599983215332,256
2023-05-04,25.7549991607666,26.079999923706055,25.579999923706055,26.03499984741211,26.03499984741211,110
2023-05-05,26.200000762939453,26.200000762939453,25.264999389648438,25.743000030517578,25.743000030517578,113
2023-05-08,25.719999313354492,25.719999313354492,25.63599967956543,25.63599967956543,25.63599967956543,175
2023-05-09,25.5,25.71500015258789,25.44499969482422,25.697999954223633,25.697999954223633,130
2023-05-10,25.579999923706055,25.975000381469727,25.3700008392334,25.461000442504883,25.461000442504883,92
2023-05-11,25.18000030517578,25.21500015258789,24.170000076293945,24.2549991607666,24.2549991607666,298
2023-05-12,23.780000686645508,24.209999084472656,23.780000686645508,23.992000579833984,23.992000579833984,26
2023-05-15,24.065000534057617,24.139999389648438,23.915000915527344,24.12700080871582,24.12700080871582,96
2023-05-16,23.90999984741211,24.024999618530273,23.73699951171875,23.73699951171875,23.73699951171875,9
2023-05-17,23.579999923706055,23.815000534057617,23.579999923706055,23.75200080871582,23.75200080871582,20
2023-05-18,23.46500015258789,23.579999923706055,23.375,23.4950008392334,23.4950008392334,123
2023-05-19,23.920000076293945,23.950000762939453,23.920000076293945,23.920000076293945,23.920000076293945,64
2023-05-22,23.674999237060547,23.71500015258789,23.674999237060547,23.71500015258789,23.71500015258789,27
2023-05-23,23.5,23.6299991607666,23.149999618530273,23.474000930786133,23.474000930786133,176
2023-05-24,23.434999465942383,23.479999542236328,23.065000534057617,23.114999771118164,23.114999771118164,13
2023-05-25,22.8700008392334,22.985000610351562,22.785999298095703,22.785999298095703,22.785999298095703,23
2023-05-26,23.1299991607666,23.239999771118164,23.114999771118164,23.239999771118164,23.239999771118164,282
2023-05-30,23.28499984741211,23.3700008392334,22.93000030517578,23.125,23.125,687
2023-05-31,23.329999923706055,23.579999923706055,23.329999923706055,23.474000930786133,23.474000930786133,13
2023-06-01,23.875,23.875,23.875,23.875,23.875,92
2023-06-02,23.84000015258789,23.84000015258789,23.64299964904785,23.64299964904785,23.64299964904785,6
2023-06-05,23.534000396728516,23.534000396728516,23.534000396728516,23.534000396728516,23.534000396728516,0
2023-06-06,23.573999404907227,23.573999404907227,23.573999404907227,23.573999404907227,23.573999404907227,62
2023-06-07,23.43899917602539,23.43899917602539,23.43899917602539,23.43899917602539,23.43899917602539,0
2023-06-08,23.520000457763672,24.263999938964844,23.520000457763672,24.263999938964844,24.263999938964844,4
2023-06-09,24.389999389648438,24.389999389648438,24.333999633789062,24.333999633789062,24.333999633789062,3
2023-06-12,24.28499984741211,24.28499984741211,23.985000610351562,23.985000610351562,23.985000610351562,1
2023-06-13,23.756000518798828,23.756000518798828,23.756000518798828,23.756000518798828,23.756000518798828,0
2023-06-14,24.04400062561035,24.04400062561035,24.04400062561035,24.04400062561035,24.04400062561035,0
2023-06-15,23.891000747680664,23.891000747680664,23.891000747680664,23.891000747680664,23.891000747680664,1
2023-06-16,24.076000213623047,24.076000213623047,24.076000213623047,24.076000213623047,24.076000213623047,0
2023-06-20,23.19300079345703,23.19300079345703,23.19300079345703,23.19300079345703,23.19300079345703,0
2023-06-21,22.77400016784668,22.77400016784668,22.77400016784668,22.77400016784668,22.77400016784668,0
2023-06-22,22.43600082397461,22.43600082397461,22.43600082397461,22.43600082397461,22.43600082397461,3
2023-06-23,22.327999114990234,22.327999114990234,22.327999114990234,22.327999114990234,22.327999114990234,0
2023-06-26,22.80500030517578,22.850000381469727,22.80500030517578,22.80500030517578,22.80500030517578,6
2023-06-27,22.93899917602539,22.93899917602539,22.93899917602539,22.93899917602539,22.93899917602539,1
2023-06-28,22.864999771118164,22.868000030517578,22.864999771118164,22.868000030517578,22.868000030517578,34711
2023-06-29,22.7450008392334,22.905000686645508,22.299999237060547,22.590999603271484,22.590999603271484,6994
2023-06-30,22.530000686645508,22.809999465942383,22.344999313354492,22.809999465942383,22.809999465942383,544
2023-07-03,22.764999389648438,23.0049991607666,22.704999923706055,22.895999908447266,22.895999908447266,305
2023-07-05,22.920000076293945,23.315000534057617,22.920000076293945,23.19700050354004,23.19700050354004,236
2023-07-06,23.155000686645508,23.239999771118164,22.68600082397461,22.68600082397461,22.68600082397461,81
2023-07-07,22.860000610351562,23.110000610351562,22.860000610351562,23.091999053955078,23.091999053955078,44
2023-07-10,23.049999237060547,23.150999069213867,22.760000228881836,23.150999069213867,23.150999069213867,126
2023-07-11,23.225000381469727,23.30500030517578,23.086000442504883,23.086000442504883,23.086000442504883,371
2023-07-12,23.139999389648438,24.118999481201172,23.139999389648438,24.118999481201172,24.118999481201172,145
2023-07-13,24.299999237060547,24.815000534057617,24.299999237060547,24.76799964904785,24.76799964904785,138
2023-07-14,24.90999984741211,25.013999938964844,24.799999237060547,25.013999938964844,25.013999938964844,54
2023-07-17,24.920000076293945,24.920000076293945,24.84000015258789,24.8439998626709,24.8439998626709,16
2023-07-18,24.96500015258789,25.100000381469727,24.96500015258789,25.083999633789062,25.083999633789062,657
2023-07-19,25.25,25.25,25.045000076293945,25.2189998626709,25.2189998626709,7
2023-07-20,25.280000686645508,25.280000686645508,24.80500030517578,24.80500030517578,24.80500030517578,215
2023-07-21,24.697999954223633,24.697999954223633,24.697999954223633,24.697999954223633,24.697999954223633,0
2023-07-24,24.43600082397461,24.43600082397461,24.43600082397461,24.43600082397461,24.43600082397461,10
2023-07-25,24.545000076293945,24.735000610351562,24.545000076293945,24.68000030517578,24.68000030517578,65
2023-07-26,24.604999542236328,24.825000762939453,24.604999542236328,24.825000762939453,24.825000762939453,15
2023-07-27,24.236000061035156,24.236000061035156,24.236000061035156,24.236000061035156,24.236000061035156,96
2023-07-28,24.229999542236328,24.3700008392334,24.21500015258789,24.3700008392334,24.3700008392334,78
2023-07-31,24.209999084472656,24.854000091552734,24.209999084472656,24.854000091552734,24.854000091552734,169
2023-08-01,24.579999923706055,24.579999923706055,24.184999465942383,24.20800018310547,24.20800018310547,11
2023-08-02,24.149999618530273,24.149999618530273,23.753999710083008,23.753999710083008,23.753999710083008,8
2023-08-03,23.584999084472656,23.610000610351562,23.43000030517578,23.586000442504883,23.586000442504883,56
2023-08-04,23.600000381469727,23.625,23.375,23.617000579833984,23.617000579833984,62
2023-08-07,23.475000381469727,23.475000381469727,23.06999969482422,23.142000198364258,23.142000198364258,50
2023-08-08,22.959999084472656,22.96500015258789,22.716999053955078,22.716999053955078,22.716999053955078,5
2023-08-09,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,5
2023-08-10,22.746000289916992,22.746000289916992,22.746000289916992,22.746000289916992,22.746000289916992,5
2023-08-11,22.673999786376953,22.673999786376953,22.673999786376953,22.673999786376953,22.673999786376953,5
2023-08-14,22.405000686645508,22.643999099731445,22.405000686645508,22.643999099731445,22.643999099731445,21
2023-08-15,22.454999923706055,22.594999313354492,22.454999923706055,22.594999313354492,22.594999313354492,11
2023-08-16,22.655000686645508,22.655000686645508,22.479999542236328,22.479999542236328,22.479999542236328,7
2023-08-17,22.600000381469727,22.954999923706055,22.600000381469727,22.670000076293945,22.670000076293945,27
2023-08-18,22.69499969482422,22.69499969482422,22.69499969482422,22.69499969482422,22.69499969482422,0
2023-08-21,22.78499984741211,23.304000854492188,22.78499984741211,23.304000854492188,23.304000854492188,3
2023-08-22,23.344999313354492,23.420000076293945,23.344999313354492,23.420000076293945,23.420000076293945,2
2023-08-23,24.363000869750977,24.363000869750977,24.363000869750977,24.363000869750977,24.363000869750977,2
2023-08-24,24.28499984741211,24.309999465942383,24.211000442504883,24.211000442504883,24.211000442504883,6
